Date,AAPL,AMZN,JNJ,JPM,META,MSFT,NVDA,TSLA,XOM
2023-05-24,170.13653564453125,116.75,147.11138916015625,128.85704040527344,248.04098510742188,309.0444641113281,30.51818084716797,182.89999389648438,100.42843627929688
2023-05-25,171.275146484375,115.0,144.99851989746094,129.17123413085938,251.50466918945312,320.9296875,37.955345153808594,184.47000122070312,98.62690734863281
2023-05-26,173.69094848632812,120.11000061035156,144.9421844482422,130.38040161132812,260.8108215332031,327.79296875,38.92072296142578,193.1699981689453,97.98283386230469
2023-05-30,175.5424346923828,121.66000366210938,144.96095275878906,130.87548828125,261.2885437011719,326.13861083984375,40.08496856689453,201.16000366210938,97.11473846435547
2023-05-31,175.49293518066406,120.58000183105469,145.60891723632812,129.20933532714844,263.478271484375,323.36187744140625,37.809444427490234,203.92999267578125,95.3785400390625
2023-06-01,178.30477905273438,122.7699966430664,145.12060546875,130.98976135253906,271.33123779296875,327.4877014160156,39.74419403076172,207.52000427246094,96.4800033569336
2023-06-02,179.15621948242188,124.25,147.40249633789062,133.74130249023438,271.33123779296875,330.2644958496094,39.30147171020508,213.97000122070312,98.72025299072266
2023-06-05,177.79983520507812,125.30000305175781,148.6702117919922,132.42739868164062,270.1169738769531,330.7962646484375,39.14558029174805,217.61000061035156,98.28153991699219
2023-06-06,177.43348693847656,126.61000061035156,148.53872680664062,132.66543579101562,269.8481750488281,328.5708923339844,38.62891387939453,221.30999755859375,99.08428192138672
2023-06-07,176.05728149414062,121.2300033569336,148.85801696777344,133.9507598876953,262.36346435546875,318.4285583496094,37.45454788208008,224.57000732421875,101.30585479736328
2023-06-08,178.78001403808594,124.25,150.491943359375,133.9888458251953,263.3388671875,320.2797546386719,38.488990783691406,234.86000061035156,100.98848724365234
2023-06-09,179.16615295410156,123.43000030517578,150.25717163085938,134.2554473876953,263.7071838378906,321.786376953125,38.74884796142578,244.39999389648438,100.24176025390625
2023-06-12,181.96810913085938,126.56999969482422,150.15390014648438,134.2459259033203,269.7785339355469,326.7688903808594,39.46045684814453,249.8300018310547,99.33631896972656
2023-06-13,181.4928436279297,126.66000366210938,150.94271850585938,135.2170867919922,270.0472717285156,329.1715087890625,40.99961853027344,258.7099914550781,99.35498809814453
